name,category,calories,carbs,protein,fat,sodium,fiber,sugar,tags,description
규동,일식,520,60,30,20.0,800,1,8,"[""Japanese"", ""beef"", ""rice bowl""]",소고기를 달콤한 간장 소스에 조려 밥 위에 올린 일본식 덮밥
오야코동,일식,480,55,28,18.0,700,1,6,"[""Japanese"", ""chicken"", ""egg rice bowl""]",닭고기와 계란을 함께 조리해 밥 위에 올린 일본식 덮밥
가츠동,일식,550,60,25,28.0,750,1,7,"[""Japanese"", ""pork cutlet"", ""rice bowl""]",돈까스를 달콤한 간장 소스에 조려 밥 위에 올린 일본식 덮밥
우동,일식,350,65,8,2.0,950,2,2,"[""Japanese"", ""thick noodle"", ""soup""]",굵은 밀가루 면에 간장 베이스 국물을 부은 일본 요리
텐동,일식,580,65,20,30.0,650,2,8,"[""Japanese"", ""tempura"", ""rice bowl""]",튀김을 밥 위에 올리고 특제 소스를 뿌린 일본식 덮밥
연어회,일식,280,0,40,14.0,150,0,0,"[""Japanese"", ""raw salmon"", ""sashimi""]",신선한 연어를 얇게 썰어 초장이나 간장에 찍어 먹는 회
광어회,해산물,240,0,38,10.0,150,0,0,"[""Korean"", ""raw flatfish"", ""sashimi""]",신선한 광어를 얇게 썰어 초장이나 간장에 찍어 먹는 회
초밥,일식,350,60,15,8.0,500,1,10,"[""Japanese"", ""sushi"", ""rice""]",식초로 맛을 낸 밥 위에 신선한 생선이나 해산물을 올린 일본 요리
라멘,일식,450,60,15,18.0,1500,3,3,"[""Japanese"", ""ramen"", ""noodle soup""]",일본식 라면으로 진한 돈코츠나 간장 베이스의 국물이 특징
소보로 빵,간식,300,40,8,12.0,300,1,15,"[""Korean"", ""sweet"", ""bread""]",달콤한 설탕 토핑이 올라간 부드러운 빵
단팥빵,간식,280,45,5,8.0,250,2,18,"[""Korean"", ""red bean"", ""bread""]",달콤한 팥 앙금이 들어있는 인기 있는 빵
슈크림빵,간식,320,35,6,18.0,280,0,12,"[""Korean"", ""custard"", ""cream bread""]",부드러운 커스터드 크림이 들어있는 빵
소시지빵,간식,350,35,12,18.0,600,1,5,"[""Korean"", ""sausage"", ""bread""]",소시지를 빵 반죽으로 감싸 구운 간식용 빵
피자빵,간식,330,38,10,15.0,550,2,4,"[""Korean"", ""pizza"", ""bread""]",피자 토핑을 올려 구운 작은 사이즈의 빵
크림빵,간식,300,38,5,15.0,250,0,14,"[""Korean"", ""cream"", ""bread""]",달콤한 생크림이 들어있는 부드러운 빵
샌드위치,간식,380,40,15,16.0,700,3,4,"[""Western"", ""sandwich"", ""bread""]",식빵 사이에 다양한 재료를 넣어 만든 간편식
맥스파이시 상하이버거,패스트푸드,570,45,25,35.0,1100,2,8,"[""Fast food"", ""spicy"", ""burger""]",맥도날드의 매콤한 치킨 버거로 한국에서 인기
불고기 버거,패스트푸드,520,50,22,28.0,950,2,10,"[""Fast food"", ""bulgogi"", ""burger""]",한국적인 맛을 가미한 불고기맛 패티가 들어간 햄버거
치킨 버거,패스트푸드,480,45,25,25.0,850,2,5,"[""Fast food"", ""chicken"", ""burger""]",튀긴 치킨 패티가 들어간 인기 있는 햄버거
감자튀김,패스트푸드,320,40,4,17.0,250,3,0,"[""Fast food"", ""potato"", ""fried""]",패스트푸드점이나 분식점에서 인기 있는 사이드 메뉴
치즈스틱,패스트푸드,280,20,12,18.0,500,0,1,"[""Fast food"", ""cheese"", ""fried""]",치즈를 빵가루로 감싸 튀긴 인기 있는 사이드 메뉴
핫도그,패스트푸드,350,35,12,18.0,850,2,6,"[""Fast food"", ""hot dog"", ""sausage""]",소시지를 빵에 넣고 다양한 토핑을 올린 패스트푸드
타코야끼,일식,350,40,8,18.0,650,1,3,"[""Japanese"", ""takoyaki"", ""octopus balls""]",문어 조각이 들어간 동그란 모양의 일본식 간식
계란말이 김밥,분식,300,50,12,10.0,550,2,3,"[""Korean"", ""egg roll"", ""kimbap""]",계란말이를 넣은 김밥으로 아이들에게 인기 있음
야채김밥,분식,280,55,8,5.0,500,4,3,"[""Korean"", ""vegetable"", ""kimbap""]",고기 없이 야채만 넣어 만든 담백한 김밥
소불고기 김밥,분식,350,55,15,10.0,600,2,4,"[""Korean"", ""beef"", ""kimbap""]",불고기를 넣어 만든 고급스러운 맛의 김밥
매운 떡볶이,분식,480,85,10,12.0,1200,2,16,"[""Korean"", ""extra spicy"", ""rice cake""]",일반 떡볶이보다 더 매운 고추장 소스로 만든 떡볶이
짜장 떡볶이,분식,520,90,12,15.0,1000,3,10,"[""Korean"", ""black bean"", ""rice cake""]",짜장 소스로 맛을 낸 색다른 떡볶이
로제 떡볶이,분식,550,85,12,20.0,950,2,12,"[""Korean"", ""rose sauce"", ""rice cake""]",토마토 크림 소스로 맛을 낸 퓨전 스타일 떡볶이
치즈 떡볶이,분식,600,85,15,25.0,1050,2,14,"[""Korean"", ""cheese"", ""rice cake""]",떡볶이 위에 치즈를 녹인 인기 변형 요리
마라 떡볶이,분식,520,80,10,18.0,1300,2,12,"[""Korean"", ""mala"", ""rice cake""]",중국식 마라 향신료로 맛을 낸 퓨전 떡볶이
떡볶이 순대,분식,400,60,18,15.0,900,2,8,"[""Korean"", ""tteokbokki"", ""sundae""]",떡볶이와 순대를 함께 조리한 인기 분식 조합
떡볶이 튀김,분식,550,90,12,25.0,1100,2,15,"[""Korean"", ""tteokbokki"", ""fried food""]",떡볶이와 각종 튀김을 함께 먹는 인기 분식 조합
치즈 라면,면류,550,70,15,25.0,1750,2,3,"[""Korean"", ""cheese"", ""ramen""]",라면에 치즈를 녹여 먹는 인기 있는 라면 변형
부대 라면,면류,600,70,20,30.0,1900,2,3,"[""Korean"", ""army stew"", ""ramen""]",부대찌개에 라면을 넣어 끓인 요리
참치마요 삼각김밥,간식,220,40,8,6.0,400,1,2,"[""Korean"", ""tuna mayo"", ""triangle kimbap""]",참치 마요네즈 소를 넣은 인기 있는 삼각김밥
김치참치 삼각김밥,간식,210,38,8,5.0,450,2,2,"[""Korean"", ""kimchi tuna"", ""triangle kimbap""]",김치와 참치를 섞은 소를 넣은 삼각김밥
불고기 삼각김밥,간식,230,40,7,6.0,420,1,3,"[""Korean"", ""bulgogi"", ""triangle kimbap""]",불고기 소를 넣은 삼각김밥
스팸무스비 삼각김밥,간식,250,38,9,10.0,500,1,2,"[""Korean"", ""spam"", ""triangle kimbap""]",스팸을 넣은 일본식 영향을 받은 삼각김밥
제육 도시락,기타,650,80,30,25.0,1100,3,8,"[""Korean"", ""spicy pork"", ""lunch box""]",제육볶음이 메인 반찬인 도시락
불고기 도시락,기타,620,80,28,22.0,950,2,10,"[""Korean"", ""bulgogi"", ""lunch box""]",불고기가 메인 반찬인 도시락
치킨 도시락,기타,600,75,35,20.0,900,2,5,"[""Korean"", ""fried chicken"", ""lunch box""]",치킨이 메인 반찬인 도시락
돈까스 도시락,기타,680,80,25,30.0,850,2,5,"[""Korean"", ""pork cutlet"", ""lunch box""]",돈까스가 메인 반찬인 도시락
김치찌개 라면,면류,520,70,12,22.0,1850,3,3,"[""Korean"", ""kimchi stew"", ""ramen""]",김치찌개 맛을 낸 인기 있는 라면
까르보나라 라면,면류,580,70,15,28.0,1600,2,4,"[""Korean"", ""carbonara"", ""ramen""]",크림 소스 맛이 나는 퓨전 스타일 라면
불닭볶음면,면류,530,80,12,18.0,1700,3,6,"[""Korean"", ""fire chicken"", ""spicy noodle""]",매우 매운 맛으로 유명한 볶음면 종류
비빔면,면류,480,75,10,15.0,1500,3,8,"[""Korean"", ""spicy"", ""mixed noodle""]",매콤한 양념과 함께 비벼 먹는 건면 종류
쫄면,면류,450,70,10,12.0,1300,3,10,"[""Korean"", ""chewy noodle"", ""spicy""]",쫄깃한 면발이 특징인 매콤한 비빔면 종류
김밥천국 라면,면류,500,72,10,20.0,1800,2,3,"[""Korean"", ""restaurant"", ""ramen""]",분식점에서 먹는 특유의 맛이 있는 라면
어묵국물,국/찌개,180,15,10,8.0,900,1,3,"[""Korean"", ""fish cake"", ""soup""]",어묵과 대파가 들어간 간단한 국물 요리
떡라면,면류,550,90,12,18.0,1700,2,5,"[""Korean"", ""rice cake"", ""ramen""]",라면에 떡을 넣어 끓인 인기 있는 변형 요리
삼양라면,면류,500,72,10,19.0,1750,2,2,"[""Korean"", ""spicy"", ""instant noodle""]",오래된 역사를 가진 매운맛 라면 브랜드
안성탕면,면류,480,68,10,18.0,1650,2,2,"[""Korean"", ""mild"", ""instant noodle""]",담백한 맛이 특징인 인기 라면 브랜드
팔도비빔면,면류,510,75,11,18.0,1550,3,9,"[""Korean"", ""spicy"", ""bibim noodle""]",매콤한 소스와 함께 비벼 먹는 인기 있는 비빔면
꼬꼬면,면류,490,70,10,18.0,1600,2,4,"[""Korean"", ""chicken"", ""instant noodle""]",치킨 맛이 나는 인기 있는 라면 브랜드
육개장 사발면,면류,450,65,9,17.0,1700,2,2,"[""Korean"", ""beef soup"", ""cup noodle""]",육개장 맛이 나는 컵라면
새우깡,간식,220,25,3,12.0,350,1,1,"[""Korean"", ""shrimp"", ""snack""]",새우 맛이 나는 대표적인 한국 과자
포카칩,간식,230,23,3,14.0,300,2,1,"[""Korean"", ""potato"", ""chip""]",감자로 만든 인기 있는 한국 과자
맛동산,간식,200,28,2,10.0,250,1,12,"[""Korean"", ""sweet"", ""snack""]",달콤한 맛이 특징인 오래된 한국 과자
꼬깔콘,간식,210,24,3,12.0,280,1,2,"[""Korean"", ""corn"", ""snack""]",옥수수 맛이 나는 인기 있는 과자
오징어 땅콩,간식,250,12,15,18.0,450,2,3,"[""Korean"", ""squid"", ""peanut""]",오징어와 땅콩을 함께 포장한 안주용 스낵
마른안주,간식,280,5,25,18.0,700,0,2,"[""Korean"", ""dried fish"", ""snack""]",말린 생선이나 오징어로 만든 술안주
치즈볼,간식,350,30,12,22.0,500,1,3,"[""Korean"", ""cheese"", ""fried ball""]",치즈가 들어간 동그란 모양의 튀김 간식
닭강정,간식,420,30,25,25.0,800,1,10,"[""Korean"", ""sweet"", ""fried chicken""]",달콤한 소스를 바른 작은 크기의 튀긴 닭고기 요리
김말이 튀김,간식,280,35,6,15.0,350,2,3,"[""Korean"", ""seaweed"", ""fried""]",김에 당면을 말아 튀긴 분식 메뉴
오뎅,간식,150,15,10,6.0,800,1,3,"[""Korean"", ""fish cake"", ""skewer""]",꼬치에 꿰어 국물에 데운 어묵
계란빵,간식,250,30,8,12.0,300,1,8,"[""Korean"", ""egg"", ""bread""]",계란이 들어간 동그란 모양의 빵
붕어빵,간식,230,35,5,8.0,200,1,15,"[""Korean"", ""fish shape"", ""red bean""]",붕어 모양의 빵에 팥앙금이 들어간 겨울 간식
호떡,간식,300,50,4,10.0,150,1,25,"[""Korean"", ""pancake"", ""sweet""]",설탕과 견과류를 넣고 기름에 구운 달콤한 한국식 팬케이크
군고구마,간식,180,42,2,0.2,10,4,12,"[""Korean"", ""roasted"", ""sweet potato""]",화롯불에 구운 달콤한 고구마
쫄병스낵,간식,220,25,3,13.0,280,1,3,"[""Korean"", ""chewy"", ""snack""]",쫄깃한 식감이 특징인 스낵
짜파게티범벅,간식,480,70,10,18.0,1550,3,5,"[""Korean"", ""jjapaghetti"", ""instant food""]",짜파게티를 물 없이 조리한 간식
불닭볶음탕,간식,440,60,13,18.0,1600,2,6,"[""Korean"", ""fire chicken"", ""instant food""]",매운 불닭 소스로 맛을 낸 컵라면 형태의 간식
감자전분 핫도그,간식,380,40,12,20.0,600,2,8,"[""Korean"", ""potato"", ""hot dog""]",감자 전분 반죽으로 감싼 한국식 핫도그
청량고추,반찬,30,6,1,0.1,10,2,4,"[""Korean"", ""green pepper"", ""fresh""]",쌈이나 반찬으로 먹는 매운맛이 적은 청량고추
깻잎,반찬,5,1,0,0.1,2,0,0,"[""Korean"", ""perilla leaf"", ""fresh""]",쌈이나 장아찌로 즐기는 향이 강한 잎채소
마늘,양념,13,3,0,0.0,1,0,0,"[""Korean"", ""garlic"", ""seasoning""]",한국 요리에 빠지지 않는 중요한 향신료
양파,야채,40,9,1,0.1,5,2,4,"[""Korean"", ""onion"", ""vegetable""]",다양한 요리에 기본적으로 들어가는 채소
대파,양념,30,7,1,0.1,5,2,2,"[""Korean"", ""green onion"", ""seasoning""]",한국 요리의 기본 향신료로 사용되는 채소
고추장찌개,국/찌개,280,20,15,15.0,1300,3,8,"[""Korean"", ""gochujang"", ""stew""]",고추장을 베이스로 한 매콤한 찌개
된장 수제비,국/찌개,380,55,14,12.0,950,5,3,"[""Korean"", ""soybean paste"", ""flaked dough""]",된장국에 밀가루 반죽을 떼어 넣은 요리
